
---------- Begin Simulation Statistics ----------
simSeconds                                   0.084977                       # Number of seconds simulated (Second)
simTicks                                  84976565000                       # Number of ticks simulated (Tick)
finalTick                                 84976565000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   8704.00                       # Real time elapsed on the host (Second)
hostTickRate                                  9762932                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     526160                       # Number of bytes of host memory used (Byte)
simInsts                                    100000000                       # Number of instructions simulated (Count)
simOps                                      104211224                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    11489                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      11973                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        67981253                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              0.679759                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              1.471110                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      112068536                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                     625                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     116210365                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                  4269                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             7857836                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          5012215                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                114                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           67963786                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.709887                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.255358                       # Number of insts issued each cycle (Count)
system.mem_ctrls.bytesInstRead::total           37824                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrls.bytesWritten::writebacks     51350784                       # Number of bytes written to this memory (Byte)
system.mem_ctrls.bytesWritten::total         51350784                       # Number of bytes written to this memory (Byte)
system.mem_ctrls.numReads::cpu0.inst              591                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.numReads::cpu0.data          1157698                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.numReads::total              1158289                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.numWrites::writebacks         802356                       # Number of write requests responded to by this memory (Count)
system.mem_ctrls.numWrites::total              802356                       # Number of write requests responded to by this memory (Count)
system.mem_ctrls.bwRead::cpu0.inst             445111                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.bwRead::cpu0.data          871918887                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.bwRead::total              872363998                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.bwInstRead::cpu0.inst         445111                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.bwInstRead::total             445111                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.bwWrite::writebacks        604293478                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrls.bwWrite::total             604293478                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrls.bwTotal::writebacks        604293478                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.bwTotal::cpu0.inst            445111                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.bwTotal::cpu0.data         871918887                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.bwTotal::total            1476657476                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.power_state.pwrStateResidencyTicks::UNDEFINED  84976565000                       # Cumulative time (in ticks) in various power states (Tick)
system.membus.transDist::ReadResp              444263                       # Transaction distribution (Count)
system.membus.transDist::WritebackDirty        802356                       # Transaction distribution (Count)
system.membus.transDist::CleanEvict            351366                       # Transaction distribution (Count)
system.membus.transDist::ReadExReq             714026                       # Transaction distribution (Count)
system.membus.transDist::ReadExResp            714026                       # Transaction distribution (Count)
system.membus.transDist::ReadSharedReq         444263                       # Transaction distribution (Count)
system.membus.transDist::InvalidateReq           4101                       # Transaction distribution (Count)
system.membus.pktCount_system.l2.mem_side_port::system.mem_ctrls.port      3474401                       # Packet count per connected requestor and responder (Count)
system.membus.pktCount::total                 3474401                       # Packet count per connected requestor and responder (Count)
system.membus.pktSize_system.l2.mem_side_port::system.mem_ctrls.port    125481280                       # Cumulative packet size per connected requestor and responder (Byte)
system.membus.pktSize::total                125481280                       # Cumulative packet size per connected requestor and responder (Byte)
system.membus.snoops                                0                       # Total snoops (Count)
system.membus.snoopTraffic                          0                       # Total snoop traffic (Byte)
system.membus.snoopFanout::samples            1345317                       # Request fanout histogram (Count)
system.membus.snoopFanout::mean                     0                       # Request fanout histogram (Count)
system.membus.snoopFanout::stdev                    0                       # Request fanout histogram (Count)
system.membus.snoopFanout::underflows               0      0.00%      0.00% # Request fanout histogram (Count)
system.membus.snoopFanout::0                  1345317    100.00%    100.00% # Request fanout histogram (Count)
system.membus.snoopFanout::1                        0      0.00%    100.00% # Request fanout histogram (Count)
system.membus.snoopFanout::overflows                0      0.00%    100.00% # Request fanout histogram (Count)
system.membus.snoopFanout::min_value                0                       # Request fanout histogram (Count)
system.membus.snoopFanout::max_value                0                       # Request fanout histogram (Count)
system.membus.snoopFanout::total              1345317                       # Request fanout histogram (Count)
system.membus.power_state.pwrStateResidencyTicks::UNDEFINED  84976565000                       # Cumulative time (in ticks) in various power states (Tick)
system.membus.reqLayer0.occupancy          6399959910                       # Layer occupancy (ticks) (Tick)
system.membus.reqLayer0.utilization               0.1                       # Layer utilization (Ratio)
system.membus.respLayer1.occupancy         5791445000                       # Layer occupancy (ticks) (Tick)
system.membus.respLayer1.utilization              0.1                       # Layer utilization (Ratio)
system.membus.snoop_filter.totRequests        2539278                       # Total number of requests made to the snoop filter. (Count)
system.membus.snoop_filter.hitSingleRequests      1193961                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.membus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.membus.snoop_filter.totSnoops                0                       # Total number of snoops made to the snoop filter. (Count)
system.membus.snoop_filter.hitSingleSnoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.membus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.tol2bus.transDist::ReadResp            1438314                       # Transaction distribution (Count)
system.tol2bus.transDist::WritebackDirty      2323136                       # Transaction distribution (Count)
system.tol2bus.transDist::WritebackClean          117                       # Transaction distribution (Count)
system.tol2bus.transDist::CleanEvict          1100203                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadExReq            827665                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadExResp           827665                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadCleanReq            592                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadSharedReq       1437723                       # Transaction distribution (Count)
system.tol2bus.transDist::InvalidateReq          4101                       # Transaction distribution (Count)
system.tol2bus.transDist::InvalidateResp         4101                       # Transaction distribution (Count)
system.tol2bus.pktCount_system.cpu0.icache.mem_side_port::system.l2.cpu_side_port         1301                       # Packet count per connected requestor and responder (Count)
system.tol2bus.pktCount_system.cpu0.dcache.mem_side_port::system.l2.cpu_side_port      6807953                       # Packet count per connected requestor and responder (Count)
system.tol2bus.pktCount::total                6809254                       # Packet count per connected requestor and responder (Count)
system.tol2bus.pktSize_system.cpu0.icache.mem_side_port::system.l2.cpu_side_port        45376                       # Cumulative packet size per connected requestor and responder (Byte)
system.tol2bus.pktSize_system.cpu0.dcache.mem_side_port::system.l2.cpu_side_port    242314688                       # Cumulative packet size per connected requestor and responder (Byte)
system.tol2bus.pktSize::total               242360064                       # Cumulative packet size per connected requestor and responder (Byte)
system.tol2bus.snoops                         1154363                       # Total snoops (Count)
system.tol2bus.snoopTraffic                  51350784                       # Total snoop traffic (Byte)
system.tol2bus.snoopFanout::samples           3424445                       # Request fanout histogram (Count)
system.tol2bus.snoopFanout::mean             0.000193                       # Request fanout histogram (Count)
system.tol2bus.snoopFanout::stdev            0.013892                       # Request fanout histogram (Count)
system.tol2bus.snoopFanout::underflows              0      0.00%      0.00% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::0                 3423784     99.98%     99.98% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::1                     661      0.02%    100.00% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::2                       0      0.00%    100.00% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::3                       0      0.00%    100.00% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::4                       0      0.00%    100.00% # Request fanout histogram (Count)
system.tol2bus.snoopFanout::overflows               0      0.00%    100.00% # Request fanout histogram (Count)
